"STATION","NAME","DATE","TMAX"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-08-24","101"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-08-25","100"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-08-26","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-08-27","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-08-28","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-08-29","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-08-30","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-08-31","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-01","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-02","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-03","99"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-04","101"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-05","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-06","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-07","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-08","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-09","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-10","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-11","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-12","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-13","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-14","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-15","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-16","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-17","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-18","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-19","92"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-20","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-21","101"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-22","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-23","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-24","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-25","100"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-26","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-27","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-28","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-29","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-09-30","95"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-01","78"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-02","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-03","87"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-04","87"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-05","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-06","85"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-07","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-08","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-09","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-10","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-11","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-12","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-13","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-14","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-15","78"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-16","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-17","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-18","80"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-19","85"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-20","93"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-21","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-22","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-23","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-24","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-25","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-26","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-27","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-28","90"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-29","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-30","85"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-10-31","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-01","78"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-02","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-03","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-04","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-05","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-06","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-07","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-08","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-09","78"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-10","79"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-11","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-12","67"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-13","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-14","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-15","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-16","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-17","75"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-18","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-19","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-20","78"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-21","75"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-22","67"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-23","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-24","72"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-25","72"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-26","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-27","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-28","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-29","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-11-30","65"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-01","65"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-02","62"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-03","63"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-04","65"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-05","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-06","59"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-07","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-08","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-09","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-10","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-11","72"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-12","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-13","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-14","66"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-15","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-16","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-17","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-18","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-19","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-20","75"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-21","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-22","72"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-23","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-24","72"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-25","66"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-26","62"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-27","61"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-28","56"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-29","57"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-30","57"
"USW00023183","PHOENIX AIRPORT, AZ US","2018-12-31","52"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-01","51"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-02","52"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-03","57"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-04","67"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-05","67"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-06","55"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-07","63"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-08","72"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-09","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-10","67"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-11","66"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-12","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-13","63"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-14","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-15","65"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-16","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-17","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-18","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-19","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-20","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-21","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-22","64"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-23","62"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-24","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-25","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-26","72"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-27","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-28","72"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-29","71"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-30","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-01-31","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-01","75"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-02","73"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-03","67"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-04","66"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-05","67"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-06","56"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-07","57"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-08","67"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-09","59"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-10","66"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-11","59"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-12","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-13","67"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-14","61"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-15","67"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-16","63"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-17","60"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-18","55"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-19","57"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-20","58"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-21","54"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-22","47"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-23","55"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-24","64"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-25","67"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-26","72"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-27","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-02-28","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-01","78"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-02","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-03","75"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-04","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-05","80"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-06","85"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-07","75"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-08","69"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-09","66"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-10","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-11","68"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-12","59"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-13","67"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-14","65"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-15","75"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-16","79"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-17","79"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-18","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-19","85"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-20","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-21","70"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-22","74"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-23","78"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-24","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-25","87"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-26","87"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-27","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-28","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-29","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-30","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-03-31","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-01","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-02","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-03","79"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-04","85"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-05","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-06","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-07","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-08","97"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-09","97"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-10","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-11","78"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-12","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-13","80"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-14","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-15","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-16","82"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-17","79"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-18","92"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-19","99"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-20","94"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-21","90"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-22","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-23","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-24","94"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-25","99"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-26","100"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-27","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-28","97"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-29","87"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-04-30","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-01","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-02","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-03","94"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-04","95"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-05","94"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-06","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-07","80"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-08","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-09","90"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-10","87"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-11","87"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-12","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-13","91"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-14","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-15","100"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-16","94"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-17","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-18","86"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-19","81"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-20","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-21","83"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-22","77"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-23","76"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-24","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-25","94"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-26","85"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-27","79"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-28","84"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-29","91"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-30","96"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-05-31","99"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-01","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-02","96"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-03","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-04","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-05","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-06","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-07","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-08","100"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-09","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-10","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-11","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-12","112"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-13","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-14","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-15","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-16","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-17","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-18","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-19","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-20","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-21","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-22","99"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-23","100"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-24","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-25","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-26","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-27","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-28","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-29","111"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-06-30","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-01","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-02","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-03","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-04","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-05","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-06","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-07","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-08","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-09","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-10","111"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-11","114"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-12","112"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-13","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-14","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-15","114"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-16","115"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-17","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-18","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-19","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-20","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-21","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-22","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-23","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-24","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-25","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-26","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-27","113"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-28","111"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-29","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-30","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-07-31","97"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-01","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-02","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-03","114"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-04","111"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-05","115"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-06","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-07","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-08","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-09","101"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-10","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-11","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-12","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-13","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-14","114"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-15","114"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-16","111"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-17","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-18","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-19","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-20","113"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-21","114"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-22","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-23","105"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-24","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-25","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-26","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-27","111"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-28","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-29","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-30","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-08-31","107"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-01","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-02","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-03","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-04","112"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-05","110"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-06","108"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-07","109"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-08","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-09","100"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-10","100"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-11","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-12","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-13","106"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-14","104"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-15","99"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-16","99"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-17","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-18","103"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-19","102"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-20","97"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-21","96"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-22","98"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-23","90"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-24","88"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-25","89"
"USW00023183","PHOENIX AIRPORT, AZ US","2019-09-26","89"
